,country_life,Year,liver_death,country_pop,LifeExpectancy,Region,Country Name,Indicator Name,Pop
762,Benin,1993,0.006944788928022223,Benin,56.8,Sub-Saharan Africa,Benin,"Population, female",2822260.0
763,Burkina Faso,1993,0.007339043300355472,Burkina Faso,50.6,Sub-Saharan Africa,Burkina Faso,"Population, female",4878020.0
764,Bangladesh,1993,0.0009178343647691728,Bangladesh,61.4,South Asia,Bangladesh,"Population, female",53495491.0
765,Bulgaria,1993,0.007069962026190848,Bulgaria,74.7,Europe & Central Asia,Bulgaria,"Population, female",4314026.0
766,Bahrain,1993,0.001908708926307046,Bahrain,74.4,Middle East & North Africa,Bahrain,"Population, female",226331.0
767,"Bahamas, The",1993,0.003583469237013581,"Bahamas, The",74.8,Latin America & Caribbean,"Bahamas, The","Population, female",136739.0
768,Bosnia and Herzegovina,1993,0.003912680562962276,Bosnia and Herzegovina,74.7,Europe & Central Asia,Bosnia and Herzegovina,"Population, female",2070192.0
769,Belarus,1993,0.0025011567850130685,Belarus,74.2,Europe & Central Asia,Belarus,"Population, female",5437484.0
770,Belize,1993,0.005365047632647233,Belize,72.5,Latin America & Caribbean,Belize,"Population, female",98042.0
771,Bolivia,1993,0.0045689247063227315,Bolivia,60.3,Latin America & Caribbean,Bolivia,"Population, female",3633240.0
772,Brazil,1993,0.002748732137801213,Brazil,71.6,Latin America & Caribbean,Brazil,"Population, female",78945488.0
773,Barbados,1993,0.007088466991128455,Barbados,77.6,Latin America & Caribbean,Barbados,"Population, female",136842.0
774,Brunei Darussalam,1993,0.0025932365991126033,Brunei Darussalam,72.8,East Asia & Pacific,Brunei Darussalam,"Population, female",133424.0
775,Bhutan,1993,0.0009797303812848354,Bhutan,56.1,South Asia,Bhutan,"Population, female",259255.0
776,Botswana,1993,0.0019501851302503926,Botswana,59.0,Sub-Saharan Africa,Botswana,"Population, female",728136.0
777,Central African Republic,1993,0.004219854415022682,Central African Republic,49.1,Sub-Saharan Africa,Central African Republic,"Population, female",1545077.0
778,Canada,1993,0.002362339990319932,Canada,81.0,North America,Canada,"Population, female",14477171.0
779,Switzerland,1993,0.0031830941083181574,Switzerland,81.5,Europe & Central Asia,Switzerland,"Population, female",3550005.0
780,Chile,1993,0.004033224177740523,Chile,77.7,Latin America & Caribbean,Chile,"Population, female",7091101.0
781,China,1993,0.014970632003145974,China,71.9,East Asia & Pacific,China,"Population, female",573790071.0
782,Cote d'Ivoire,1993,0.0037184461601944257,Cote d'Ivoire,54.0,Sub-Saharan Africa,Cote d'Ivoire,"Population, female",6373630.0
783,Cameroon,1993,0.008802658928990235,Cameroon,53.6,Sub-Saharan Africa,Cameroon,"Population, female",6463956.0
784,"Congo, Dem. Rep.",1993,0.003214854646027945,"Congo, Dem. Rep.",50.6,Sub-Saharan Africa,"Congo, Dem. Rep.","Population, female",19627637.0
785,"Congo, Rep.",1993,0.00523445516700679,"Congo, Rep.",55.6,Sub-Saharan Africa,"Congo, Rep.","Population, female",1300995.0
786,Colombia,1993,0.003724544157023192,Colombia,74.6,Latin America & Caribbean,Colombia,"Population, female",17827685.0
787,Comoros,1993,0.003182137126869841,Comoros,60.0,Sub-Saharan Africa,Comoros,"Population, female",223749.0
788,Cabo Verde,1993,0.0040165479681608714,Cabo Verde,67.6,Sub-Saharan Africa,Cabo Verde,"Population, female",190960.0
789,Costa Rica,1993,0.003796554805596695,Costa Rica,78.9,Latin America & Caribbean,Costa Rica,"Population, female",1675203.0
790,Cuba,1993,0.006181167227117244,Cuba,77.2,Latin America & Caribbean,Cuba,"Population, female",5387332.0
791,Cyprus,1993,0.0021574946371553695,Cyprus,79.2,Europe & Central Asia,Cyprus,"Population, female",404636.0
792,Czech Republic,1993,0.006550517952089737,Czech Republic,76.6,Europe & Central Asia,Czech Republic,"Population, female",5312557.0
793,Germany,1993,0.004323030913755223,Germany,79.5,Europe & Central Asia,Germany,"Population, female",41868773.0
794,Djibouti,1993,0.0025508378070603546,Djibouti,58.7,Middle East & North Africa,Djibouti,"Population, female",307350.0
795,Denmark,1993,0.0040349318515236435,Denmark,78.1,Europe & Central Asia,Denmark,"Population, female",2627058.0
796,Dominican Republic,1993,0.00356994997274583,Dominican Republic,70.7,Latin America & Caribbean,Dominican Republic,"Population, female",3753554.0
797,Algeria,1993,0.0009015864843536629,Algeria,69.8,Middle East & North Africa,Algeria,"Population, female",13642618.0
798,Ecuador,1993,0.004309963002177173,Ecuador,73.2,Latin America & Caribbean,Ecuador,"Population, female",5452483.0
799,"Egypt, Arab Rep.",1993,0.0034622722745034674,"Egypt, Arab Rep.",68.7,Middle East & North Africa,"Egypt, Arab Rep.","Population, female",29749249.0
800,Eritrea,1993,0.0036620049610811734,Eritrea,53.5,Sub-Saharan Africa,Eritrea,"Population, female",1122336.0
801,Spain,1993,0.007466023619711417,Spain,81.6,Europe & Central Asia,Spain,"Population, female",20091016.0
802,Estonia,1993,0.0036873893783186504,Estonia,74.4,Europe & Central Asia,Estonia,"Population, female",800024.0
803,Ethiopia,1993,0.003495402628655049,Ethiopia,50.4,Sub-Saharan Africa,Ethiopia,"Population, female",26720813.0
804,Finland,1993,0.003707698141886116,Finland,79.9,Europe & Central Asia,Finland,"Population, female",2602693.0
805,Fiji,1993,0.0027476967835784708,Fiji,67.1,East Asia & Pacific,Fiji,"Population, female",371220.0
806,France,1993,0.003951653885700782,France,81.8,Europe & Central Asia,France,"Population, female",30367032.0
807,"Micronesia, Fed. Sts.",1993,0.003213278924438662,"Micronesia, Fed. Sts.",65.5,East Asia & Pacific,"Micronesia, Fed. Sts.","Population, female",50727.0
808,Gabon,1993,0.007889086699725696,Gabon,61.6,Sub-Saharan Africa,Gabon,"Population, female",523508.0
809,United Kingdom,1993,0.0031319528130347224,United Kingdom,79.1,Europe & Central Asia,United Kingdom,"Population, female",29662005.0
810,Georgia,1993,0.005421781698156246,Georgia,73.6,Europe & Central Asia,Georgia,"Population, female",2582177.0
811,Ghana,1993,0.005670845357799673,Ghana,58.7,Sub-Saharan Africa,Ghana,"Population, female",7988227.0
812,Guinea,1993,0.009088313878022562,Guinea,52.2,Sub-Saharan Africa,Guinea,"Population, female",3587024.0
813,"Gambia, The",1993,0.008741258741258742,"Gambia, The",54.8,Sub-Saharan Africa,"Gambia, The","Population, female",530816.0
814,Guinea-Bissau,1993,0.009705783013580672,Guinea-Bissau,51.4,Sub-Saharan Africa,Guinea-Bissau,"Population, female",538854.0
815,Equatorial Guinea,1993,0.004236700143969749,Equatorial Guinea,52.2,Sub-Saharan Africa,Equatorial Guinea,"Population, female",230604.0
816,Greece,1993,0.014295325865085537,Greece,80.3,Europe & Central Asia,Greece,"Population, female",5267456.0
817,Grenada,1993,0.006981718390572662,Grenada,73.5,Latin America & Caribbean,Grenada,"Population, female",49558.0
818,Guatemala,1993,0.004346803774966575,Guatemala,67.7,Latin America & Caribbean,Guatemala,"Population, female",4946163.0
819,Guam,1993,0.0024189646831156266,Guam,75.5,East Asia & Pacific,Guam,"Population, female",66144.0
820,Guyana,1993,0.003390528948596973,Guyana,67.2,Latin America & Caribbean,Guyana,"Population, female",383421.0
821,Honduras,1993,0.004051898185375815,Honduras,70.8,Latin America & Caribbean,Honduras,"Population, female",2714777.0
822,Croatia,1993,0.0067035968802556314,Croatia,77.0,Europe & Central Asia,Croatia,"Population, female",2371861.0
823,Haiti,1993,0.0033507457783901167,Haiti,57.4,Latin America & Caribbean,Haiti,"Population, female",3790201.0
824,Hungary,1993,0.00798287552807833,Hungary,74.5,Europe & Central Asia,Hungary,"Population, female",5399057.0
825,Indonesia,1993,0.001984764610802677,Indonesia,65.3,East Asia & Pacific,Indonesia,"Population, female",95225398.0
826,India,1993,0.0008009151467351816,India,60.5,South Asia,India,"Population, female",445740103.0
827,Ireland,1993,0.00259489855169099,Ireland,78.3,Europe & Central Asia,Ireland,"Population, female",1799685.0
828,"Iran, Islamic Rep.",1993,0.002363255609999986,"Iran, Islamic Rep.",68.3,Middle East & North Africa,"Iran, Islamic Rep.","Population, female",29281640.0
829,Iraq,1993,0.0017663902124105512,Iraq,71.1,Middle East & North Africa,Iraq,"Population, female",9397697.0
830,Iceland,1993,0.0019561279322890504,Iceland,80.9,Europe & Central Asia,Iceland,"Population, female",131382.0
831,Israel,1993,0.003117573615450499,Israel,79.4,Middle East & North Africa,Israel,"Population, female",2652704.0
832,Italy,1993,0.010573815291256256,Italy,81.1,Europe & Central Asia,Italy,"Population, female",29223132.0
833,Jamaica,1993,0.0035300711977197647,Jamaica,75.1,Latin America & Caribbean,Jamaica,"Population, female",1257765.0
834,Jordan,1993,0.000844365459357293,Jordan,72.2,Middle East & North Africa,Jordan,"Population, female",2001503.0
835,Japan,1993,0.012516053456332625,Japan,82.8,East Asia & Pacific,Japan,"Population, female",63358630.0
836,Kazakhstan,1993,0.006000355277952821,Kazakhstan,69.7,Europe & Central Asia,Kazakhstan,"Population, female",8432834.0
837,Kenya,1993,0.001165538899860783,Kenya,57.0,Sub-Saharan Africa,Kenya,"Population, female",13126975.0
838,Kyrgyz Republic,1993,0.0038596197424129036,Kyrgyz Republic,70.1,Europe & Central Asia,Kyrgyz Republic,"Population, female",2292972.0
839,Cambodia,1993,0.0023553393401623897,Cambodia,57.1,East Asia & Pacific,Cambodia,"Population, female",5137264.0
840,Kiribati,1993,0.005707852224229571,Kiribati,63.8,East Asia & Pacific,Kiribati,"Population, female",38193.0
841,"Korea, Rep.",1993,0.012622932835826316,"Korea, Rep.",77.6,East Asia & Pacific,"Korea, Rep.","Population, female",22023408.0
843,Lao PDR,1993,0.0028228365313953028,Lao PDR,57.0,East Asia & Pacific,Lao PDR,"Population, female",2313276.0
844,Lebanon,1993,0.0020052834327517807,Lebanon,73.1,Middle East & North Africa,Lebanon,"Population, female",1635679.0
845,Liberia,1993,0.00788578486693744,Liberia,49.1,Sub-Saharan Africa,Liberia,"Population, female",994194.0
846,Libya,1993,0.002125580161606088,Libya,71.6,Middle East & North Africa,Libya,"Population, female",2258207.0
847,St. Lucia,1993,0.003560765838560355,St. Lucia,73.6,Latin America & Caribbean,St. Lucia,"Population, female",73018.0
848,Sri Lanka,1993,0.0009761330416541468,Sri Lanka,73.0,South Asia,Sri Lanka,"Population, female",8902475.0
849,Lesotho,1993,0.0022314763887797597,Lesotho,61.3,Sub-Saharan Africa,Lesotho,"Population, female",954525.0
850,Lithuania,1993,0.0028094671840339933,Lithuania,75.4,Europe & Central Asia,Lithuania,"Population, female",1943429.0
851,Luxembourg,1993,0.005233611636392362,Luxembourg,79.5,Europe & Central Asia,Luxembourg,"Population, female",202537.0
852,Latvia,1993,0.003647826346026122,Latvia,73.8,Europe & Central Asia,Latvia,"Population, female",1376162.0
853,Morocco,1993,0.000613275159803889,Morocco,68.2,Middle East & North Africa,Morocco,"Population, female",13126245.0
854,Moldova,1993,0.0038026801495592176,Moldova,70.7,Europe & Central Asia,Moldova,"Population, female",1554167.0
855,Madagascar,1993,0.0024078645577760016,Madagascar,55.1,Sub-Saharan Africa,Madagascar,"Population, female",6354178.0
856,Maldives,1993,0.0008719492257258558,Maldives,65.7,South Asia,Maldives,"Population, female",119273.0
857,Mexico,1993,0.004183141308604975,Mexico,75.1,Latin America & Caribbean,Mexico,"Population, female",44942302.0
858,North Macedonia,1993,0.006409691696867149,North Macedonia,74.1,Europe & Central Asia,North Macedonia,"Population, female",987567.0
859,Mali,1993,0.010523972042763856,Mali,47.3,Sub-Saharan Africa,Mali,"Population, female",4599024.0
860,Malta,1993,0.0023801933907129954,Malta,80.2,Middle East & North Africa,Malta,"Population, female",188220.0
861,Myanmar,1993,0.006586251114495889,Myanmar,61.4,East Asia & Pacific,Myanmar,"Population, female",22015559.0
862,Montenegro,1993,0.005514999820517757,Montenegro,77.4,Europe & Central Asia,Montenegro,"Population, female",306437.0
863,Mongolia,1993,0.01896519929627749,Mongolia,63.6,East Asia & Pacific,Mongolia,"Population, female",1144201.0
864,Mozambique,1993,0.007361207684516179,Mozambique,48.5,Sub-Saharan Africa,Mozambique,"Population, female",7525939.0
865,Mauritania,1993,0.007783357504130681,Mauritania,62.0,Sub-Saharan Africa,Mauritania,"Population, female",1108776.0
866,Mauritius,1993,0.002619019904551275,Mauritius,74.1,Sub-Saharan Africa,Mauritius,"Population, female",549824.0
867,Malawi,1993,0.0017593873326972838,Malawi,48.6,Sub-Saharan Africa,Malawi,"Population, female",4893749.0
868,Malaysia,1993,0.002592635222392172,Malaysia,73.7,East Asia & Pacific,Malaysia,"Population, female",9565557.0
869,Namibia,1993,0.0006694812203686245,Namibia,62.4,Sub-Saharan Africa,Namibia,"Population, female",805101.0
870,Niger,1993,0.0052532056191124474,Niger,46.6,Sub-Saharan Africa,Niger,"Population, female",4511531.0
871,Nigeria,1993,0.006566703664324536,Nigeria,47.0,Sub-Saharan Africa,Nigeria,"Population, female",51014941.0
872,Nicaragua,1993,0.003015957479885474,Nicaragua,69.6,Latin America & Caribbean,Nicaragua,"Population, female",2251358.0
873,Netherlands,1993,0.002240493250416952,Netherlands,80.3,Europe & Central Asia,Netherlands,"Population, female",7721514.0
874,Norway,1993,0.002307278063244189,Norway,80.5,Europe & Central Asia,Norway,"Population, female",2180058.0
875,Nepal,1993,0.0009466447825437131,Nepal,58.6,South Asia,Nepal,"Population, female",10183334.0
876,New Zealand,1993,0.0022012445030952584,New Zealand,79.5,East Asia & Pacific,New Zealand,"Population, female",1812611.0
877,Oman,1993,0.0012670322849125514,Oman,71.5,Middle East & North Africa,Oman,"Population, female",860278.0
878,Pakistan,1993,0.001823158864877218,Pakistan,62.0,South Asia,Pakistan,"Population, female",56495351.0
879,Panama,1993,0.002741834402418344,Panama,76.7,Latin America & Caribbean,Panama,"Population, female",1302048.0
880,Peru,1993,0.004490354921735155,Peru,70.6,Latin America & Caribbean,Peru,"Population, female",11758536.0
881,Philippines,1993,0.0017919416293964536,Philippines,71.2,East Asia & Pacific,Philippines,"Population, female",32980985.0
882,Papua New Guinea,1993,0.0021414746087287492,Papua New Guinea,59.3,East Asia & Pacific,Papua New Guinea,"Population, female",2432903.0
883,Poland,1993,0.004396136464584512,Poland,76.0,Europe & Central Asia,Poland,"Population, female",19744610.0
884,Puerto Rico,1993,0.005769656096443007,Puerto Rico,78.8,Latin America & Caribbean,Puerto Rico,"Population, female",1871862.0
885,"Korea, Dem. People's Rep.",1993,0.012284100065912447,"Korea, Dem. People's Rep.",71.2,East Asia & Pacific,"Korea, Dem. People's Rep.","Population, female",10908410.0
886,Portugal,1993,0.004761305681631231,Portugal,78.8,Europe & Central Asia,Portugal,"Population, female",5166650.0
887,Paraguay,1993,0.0019803795564305817,Paraguay,71.4,Latin America & Caribbean,Paraguay,"Population, female",2247044.0
889,Qatar,1993,0.0021899889610312536,Qatar,77.8,Middle East & North Africa,Qatar,"Population, female",168494.0
890,Romania,1993,0.0038406982181755332,Romania,73.3,Europe & Central Asia,Romania,"Population, female",11560398.0
891,Russian Federation,1993,0.004833264428658036,Russian Federation,72.6,Europe & Central Asia,Russian Federation,"Population, female",78828710.0
892,Rwanda,1993,0.0026315715451481728,Rwanda,29.0,Sub-Saharan Africa,Rwanda,"Population, female",3199609.0
893,Saudi Arabia,1993,0.003542655870486618,Saudi Arabia,72.9,Middle East & North Africa,Saudi Arabia,"Population, female",7847220.0
894,Sudan,1993,0.0019769471928017747,Sudan,58.1,Sub-Saharan Africa,Sudan,"Population, female",11229435.0
895,Senegal,1993,0.00630809763968388,Senegal,59.1,Sub-Saharan Africa,Senegal,"Population, female",4137539.0
896,Singapore,1993,0.0050489436548864074,Singapore,79.2,East Asia & Pacific,Singapore,"Population, female",1639947.0
897,Solomon Islands,1993,0.0026398324069701264,Solomon Islands,66.4,East Asia & Pacific,Solomon Islands,"Population, female",165162.0
898,Sierra Leone,1993,0.005392222495895285,Sierra Leone,37.6,Sub-Saharan Africa,Sierra Leone,"Population, female",2188337.0
899,El Salvador,1993,0.003440350702966504,El Salvador,71.4,Latin America & Caribbean,El Salvador,"Population, female",2819480.0
900,Somalia,1993,0.0031275917516077607,Somalia,47.9,Sub-Saharan Africa,Somalia,"Population, female",3644977.0
901,Serbia,1993,0.007585954502725306,Serbia,74.8,Europe & Central Asia,Serbia,"Population, female",3901948.0
902,South Sudan,1993,0.0026924631742376534,South Sudan,47.6,Sub-Saharan Africa,South Sudan,"Population, female",2607278.0
903,Sao Tome and Principe,1993,0.000980987527444294,Sao Tome and Principe,60.4,Sub-Saharan Africa,Sao Tome and Principe,"Population, female",64221.0
904,Suriname,1993,0.004484965388799939,Suriname,71.1,Latin America & Caribbean,Suriname,"Population, female",210481.0
905,Slovak Republic,1993,0.004503864535472144,Slovak Republic,76.2,Europe & Central Asia,Slovak Republic,"Population, female",2730988.0
906,Slovenia,1993,0.004135116895073359,Slovenia,78.0,Europe & Central Asia,Slovenia,"Population, female",1025364.0
907,Sweden,1993,0.0065291494785295265,Sweden,81.2,Europe & Central Asia,Sweden,"Population, female",4410988.0
908,Eswatini,1993,0.0021361190902494213,Eswatini,61.6,Sub-Saharan Africa,Eswatini,"Population, female",465798.0
909,Seychelles,1993,0.0018544146138942707,Seychelles,76.1,Sub-Saharan Africa,Seychelles,"Population, female",36130.0
